players,type,year,sold_price,unique_id
Syed Khaleel Ahmed,Bowler,2018,30000000.0,IL53ZO
Sandeep Sharma,Bowler,2018,30000000.0,6H1TA0
Kane Williamson,Batsman,2018,30000000.0,6QMUV2
Carlos Brathwaite,All-Rounder,2018,20000000.0,5ULYJ6
Shakib Al Hasan,All-Rounder,2018,20000000.0,XM9JDH
Yusuf Pathan,All-Rounder,2018,19000000.0,RHYMDX
Shreevats Goswami,Wicket-Keeper,2018,10000000.0,XAHZIW
Mohammad Nabi,All-Rounder,2018,10000000.0,TOKR92
Chris Jordan,All-Rounder,2018,10000000.0,RMKONX
Basil Thampi,Bowler,2018,9500000.0,BQTMVH
Billy Stanlake,Batsman,2018,5000000.0,42Q4OZ
T Natarajan,Bowler,2018,4000000.0,6SAAQZ
Sachin Baby,Batsman,2018,2000000.0,NY9AHB
Bipul Sharma,All-Rounder,2018,2000000.0,TAHT7E
Syed Mehdi Hasan,All-Rounder,2018,2000000.0,JI6WTR
Ricky Bhui,Batsman,2018,2000000.0,MUPGFV
Tanmay Agarwal,Batsman,2018,2000000.0,8YUOWC
Kagiso Rabada,Bowler,2017,50000000.0,VXKZS9
Patrick Cummins,Bowler,2017,45000000.0,YDA4MS
Angelo Mathews,All-Rounder,2017,20000000.0,EUWB5U
Corey Anderson,All-Rounder,2017,10000000.0,TS62B3
M. Ashwin,Bowler,2017,10000000.0,MEV619
Aditya Tare,Wicket-Keeper,2017,2500000.0,Z7LI2S
Ankeet Bawane,Batsman,2017,1000000.0,5EZ5YK
Navdeep Saini,Bowler,2017,1000000.0,71QU59
Shashank Singh,All-Rounder,2017,1000000.0,ZXA937
Jason Roy,Batsman,2017,10000000.0,XDPG5Y
Basil Thampi,Bowler,2017,8500000.0,BQTMVH
Manpreet Gony,Bowler,2017,6000000.0,ZYU06H
Nathu Singh,Bowler,2017,5000000.0,NO3TCD
Munaf Patel,Bowler,2017,3000000.0,CEBT6Z
Akshdeep Nath,All-Rounder,2017,1000000.0,UY1E8G
Shubam Agrawal,All-Rounder,2017,1000000.0,ARKHIY
Tejas Singh Baroka,Bowler,2017,1000000.0,GZ8X6F
Chirag Suri,Batsman,2017,1000000.0,P4RIAM
Pratham Singh,All-Rounder,2017,1000000.0,DIBKKA
Shelley Shaurya,Bowler,2017,1000000.0,V8OCOZ
T Natarajan,Bowler,2017,30000000.0,6SAAQZ
Varun Aaron,Bowler,2017,28000000.0,60BGMW
Eoin Morgan,Batsman,2017,20000000.0,QE2X1B
Matt Henry,Bowler,2017,5000000.0,AOXVQI
Martin Guptill,Batsman,2017,5000000.0,Z5P1QO
Darren Sammy,All-Rounder,2017,3000000.0,1AL7K6
Rahul Tewatia,All-Rounder,2017,2500000.0,U9YPHI
Rinku Singh,Batsman,2017,1000000.0,3HQYHW
Trent Boult,Bowler,2017,50000000.0,KC6XYT
Chris Woakes,All-Rounder,2017,42000000.0,ON3DCX
Nathan Coulter-Nile,Bowler,2017,35000000.0,DJDVNO
Rishi Dhawan,All-Rounder,2017,5500000.0,EAJWLR
Darren Bravo,Batsman,2017,5000000.0,3GCJHD
Rovman Powell,All-Rounder,2017,3000000.0,CPA4TA
Sayan Ghosh,Bowler,2017,1000000.0,204211
R. Sanjay Yadav,All-Rounder,2017,1000000.0,2U3LOD
Ishank Jaggi,Batsman,2017,1000000.0,170YU1
Karn Sharma,All-Rounder,2017,32000000.0,6M33O3
Krishnappa Gowtham,All-Rounder,2017,20000000.0,JCUVUJ
Mitchell Johnson,Bowler,2017,20000000.0,NZMUON
Asela Gunarathna,Batsman,2017,3000000.0,37QXJN
Saurabh Tiwary,Batsman,2017,3000000.0,L9CWR5
Nicolas Pooran,Wicket-Keeper,2017,3000000.0,CE9R9J
Kulwant Khejroliya,Bowler,2017,1000000.0,WJJ65Y
Benjamin Stokes,All-Rounder,2017,145000000.0,WT00XO
Daniel Christian,All-Rounder,2017,10000000.0,8AWOJN
Manoj Tiwary,Batsman,2017,5000000.0,W62ASO
Lockie Ferguson,Bowler,2017,5000000.0,F9D61D
Jaydev Unadkat,Bowler,2017,3000000.0,DPH377
Rahul Chahar,Bowler,2017,1000000.0,2MTMU9
Saurabh Kumar,Bowler,2017,1000000.0,HRSW70
Milind Tandon,All-Rounder,2017,1000000.0,G98TWL
Rahul Ajay Tripathi,All-Rounder,2017,1000000.0,AGWCNT
Tymal Mills,Bowler,2017,120000000.0,NJVF2C
Aniket Choudhary,Bowler,2017,20000000.0,EAUJTU
Pawan Negi,All-Rounder,2017,10000000.0,LO0MTO
Billy Stanlake,Bowler,2017,3000000.0,42Q4OZ
Praveen Dubey,All-Rounder,2017,1000000.0,25AP4O
Rashid Khan Arman,Bowler,2017,40000000.0,JHUQQP
Mohammed Siraj,Bowler,2017,26000000.0,ZUUU7T
Eklavya Dwivedi,Wicket-Keeper,2017,7500000.0,FJOAUN
Chris Jordan,All-Rounder,2017,5000000.0,RMKONX
Mohammad Nabi,All-Rounder,2017,3000000.0,TOKR92
Ben Laughlin,Bowler,2017,3000000.0,KWTTOS
Pravin Tambe,Bowler,2017,1000000.0,8B11SF
Tanmay Agarwal,Batsman,2017,1000000.0,8YUOWC
Pawan Negi,All-Rounder,2016,85000000.0,LO0MTO
Christopher Morris,All-Rounder,2016,70000000.0,D5QW1N
Sanju Samson,Wicket-Keeper,2016,42000000.0,GXQLYB
Carlos Brathwaite,All-Rounder,2016,42000000.0,5ULYJ6
Karun Nair,Batsman,2016,40000000.0,T3678E
Rishabh Pant,Wicket-Keeper,2016,19000000.0,DG3ZZP
Joel Paris,Bowler,2016,3000000.0,YNY1U3
Sam Billings,Wicket-Keeper,2016,3000000.0,FL6LTZ
Chama Milind,Bowler,2016,1000000.0,7459M2
Pratyush Singh,All-Rounder,2016,1000000.0,MA08YY
Mahipal Lomror,All-Rounder,2016,1000000.0,9AWVXR
Syed Khaleel Ahmed,All-Rounder,2016,1000000.0,IL53ZO
Akhil Arvind Herwadkar,All-Rounder,2016,1000000.0,SY3UK4
Pawan Suyal,Bowler,2016,1000000.0,P5MLXO
Praveen Kumar,Bowler,2016,35000000.0,CIX6O9
Dale Steyn,Bowler,2016,23000000.0,HTJE1L
Dinesh Karthik,Wicket-Keeper,2016,23000000.0,QTJ5DD
Dwayne Smith,All-Rounder,2016,23000000.0,8XO9IY
Dhawal Kulkarni,Bowler,2016,20000000.0,B5AH90
Aaron Finch,Batsman,2016,10000000.0,4V770X
Eklavya Dwivedi,Wicket-Keeper,2016,10000000.0,FJOAUN
Andrew Tye,All-Rounder,2016,5000000.0,GD0KIG
Ishan Kishan,Wicket-Keeper,2016,3500000.0,GJFURH
Jaydev Shah,All-Rounder,2016,2000000.0,RX3XZ0
Shadab Jakati,All-Rounder,2016,2000000.0,3GJD2J
Pravin Tambe,Bowler,2016,2000000.0,8B11SF
Pradeep Sangwan,All-Rounder,2016,2000000.0,81B5DK
Amit Mishra,Bowler,2016,1000000.0,C8D35W
Shivil Kaushik,Bowler,2016,1000000.0,B33IM5
Akshdeep Nath,All-Rounder,2016,1000000.0,UY1E8G
Sarabjit Ladda,Bowler,2016,1000000.0,SV79RD
Umang Sharma,Batsman,2016,1000000.0,5XHZV3
Paras Dogra,Batsman,2016,1000000.0,IPCIIS
Mohit Sharma,Bowler,2016,65000000.0,QCN03N
Kyle Abbott,Bowler,2016,21000000.0,Z808R7
K.C. Cariappa,Bowler,2016,8000000.0,3R7OMP
Marcus Stoinis,All-Rounder,2016,5500000.0,PR7AJL
Farhaan Behardien,All-Rounder,2016,3000000.0,IUZU3L
Pardeep Sahu,All-Rounder,2016,1000000.0,YABOJX
Armaan Jaffer,Batsman,2016,1000000.0,1RUGK4
Swapnil Singh,All-Rounder,2016,1000000.0,52EP0J
Jaydev Unadkat,Bowler,2016,16000000.0,DPH377
Ankit Singh Rajpoot,Bowler,2016,15000000.0,QGFRKZ
John Hastings,Bowler,2016,13000000.0,BTY8SC
Jason Holder,All-Rounder,2016,7000000.0,HH0ZKG
Colin Munro,All-Rounder,2016,3000000.0,874NTX
Rajagopal Sathish,All-Rounder,2016,2000000.0,5XH9IF
Manan Ajay Sharma,All-Rounder,2016,1000000.0,7V94TI
Jos Buttler,Wicket-Keeper,2016,38000000.0,EPO2DU
Nathu Singh,Bowler,2016,32000000.0,NO3TCD
Tim Southee,Bowler,2016,25000000.0,6V2OXI
Krunal Pandya,All-Rounder,2016,20000000.0,BEVT27
Kishore Pramod Kamath,All-Rounder,2016,14000000.0,C2QTAA
Deepak Punia,All-Rounder,2016,1000000.0,6Y3F89
Jitesh Sharma,Wicket-Keeper,2016,1000000.0,6ENOKG
Mitchell Marsh,All-Rounder,2016,48000000.0,9Z4BID
M. Ashwin,Bowler,2016,45000000.0,MEV619
Ishant Sharma,Bowler,2016,38000000.0,JEP285
Kevin Pietersen,Batsman,2016,35000000.0,X0G2TU
Irfan Pathan,All-Rounder,2016,10000000.0,F77BZR
Thisara Perera,All-Rounder,2016,10000000.0,DK1GPR
Rajat Bhatia,All-Rounder,2016,6000000.0,0R67JX
Ashok Dinda,Bowler,2016,5000000.0,M1WV4R
Scott Boland,Bowler,2016,5000000.0,35I7KT
Peter Handscomb,Wicket-Keeper,2016,3000000.0,DN9TQE
Rudra Pratap Singh,Bowler,2016,3000000.0,C9L24Y
Adam Zampa,Bowler,2016,3000000.0,EKGC7V
Ishwar Chandra Pandey,Bowler,2016,2000000.0,CS6LND
Deepak Chahar,All-Rounder,2016,1000000.0,HCMOIN
Jaskaran Singh,Bowler,2016,1000000.0,W8GRC0
Baba Aparajith,All-Rounder,2016,1000000.0,TFS795
Ankush Bains,Wicket-Keeper,2016,1000000.0,JA61VE
Ankit Sharma,All-Rounder,2016,1000000.0,517LWD
Shane Watson,All-Rounder,2016,95000000.0,HAGY9H
Stuart Binny,All-Rounder,2016,20000000.0,ND0F8X
Kane Richardson,Bowler,2016,20000000.0,GZ6FYU
Samuel Badree,Bowler,2016,5000000.0,KJNXM5
Travis Head,Batsman,2016,5000000.0,80VEMA
Praveen Dubey,All-Rounder,2016,3500000.0,25AP4O
Vikramjeet Malik,Bowler,2016,2000000.0,LXH917
Akshay Karnewar,All-Rounder,2016,1000000.0,Q78FSN
Iqbal Abdullah,All-Rounder,2016,1000000.0,J9SS1G
Sachin Baby,Batsman,2016,1000000.0,NY9AHB
Vikas Tokas,Bowler,2016,1000000.0,239BOD
Yuvraj Singh,All-Rounder,2016,70000000.0,OJX94P
Ashish Nehra,Bowler,2016,55000000.0,MFOVFH
Deepak Hooda,All-Rounder,2016,42000000.0,TDZYMR
Mustafizur Rahman,Bowler,2016,14000000.0,HRYYH1
Aditya Tare,Wicket-Keeper,2016,12000000.0,Z7LI2S
Barinder Singh Sran,Bowler,2016,12000000.0,DXJKPE
Ben Cutting,All-Rounder,2016,5000000.0,PQ51SZ
Vijay Shankar,All-Rounder,2016,3500000.0,B8LU1C
Abhimanyu Mithun,Bowler,2016,3000000.0,TP8S5P
Tirumalasetti Suman,Batsman,2016,1000000.0,SVY3DQ
Michael Hussey,Batsman,2015,15000000.0,X5N6GB
Irfan Pathan,All-Rounder,2015,15000000.0,F77BZR
Rahul Sharma,Bowler,2015,3000000.0,S6XBL7
Kyle Abbott,Bowler,2015,3000000.0,Z808R7
Andrew Tye,Bowler,2015,2000000.0,GD0KIG
Pratyush Singh,All-Rounder,2015,1000000.0,MA08YY
Ankush Bains,Wicket-Keeper,2015,1000000.0,JA61VE
Eklavya Dwivedi,Wicket-Keeper,2015,1000000.0,FJOAUN
Yuvraj Singh,Batsman,2015,160000000.0,OJX94P
Angelo Mathews,All-Rounder,2015,75000000.0,EUWB5U
Zaheer Khan,Bowler,2015,40000000.0,P8YXOW
Amit Mishra,Bowler,2015,35000000.0,C8D35W
Shreyas Iyer,Batsman,2015,26000000.0,GBGXSM
Gurinder Sandhu,Bowler,2015,17000000.0,PM61WJ
Jaydev Unadkat,Bowler,2015,11000000.0,DPH377
Domnic Joseph Muthuswamy,Bowler,2015,7500000.0,XJ3TUB
Albie Morkel,All-Rounder,2015,3000000.0,2Q576E
Travis Head,Batsman,2015,3000000.0,80VEMA
Marcus Stoinis,All-Rounder,2015,2500000.0,PR7AJL
C.M. Gautam,Wicket-Keeper,2015,2000000.0,ON1IZT
Kona Srikar Bharat,Wicket-Keeper,2015,1000000.0,F2HRAQ
K.K. Jiyaz,Bowler,2015,1000000.0,0QA4RH
Murali Vijay,Batsman,2015,30000000.0,Q048VP
Nikhil Shankar Naik,Wicket-Keeper,2015,3000000.0,9AU58C
Yogesh Gowalkar,All-Rounder,2015,1000000.0,L8DZNQ
K.C. Cariappa,Bowler,2015,24000000.0,3R7OMP
James Neesham,All-Rounder,2015,5000000.0,T4K2GT
Brad Hogg,Bowler,2015,5000000.0,NHFPG7
Aditya Garhwal,All-Rounder,2015,2500000.0,1LXLF2
Sheldon Jackson,Batsman,2015,1500000.0,JTIF6V
Sumit Narwal,All-Rounder,2015,1000000.0,U9H5X5
Vaibhav Rawal,All-Rounder,2015,1000000.0,8FJDTU
Aaron Finch,Batsman,2015,32000000.0,4V770X
Pragyan Ojha,Bowler,2015,5000000.0,256EEH
Abhimanyu Mithun,Bowler,2015,3000000.0,TP8S5P
Mitchell McClenaghan,Bowler,2015,3000000.0,D1JNEQ
Aiden Blizzard,Batsman,2015,3000000.0,AGWUI5
Hardik Pandya,All-Rounder,2015,1000000.0,GDL86G
Akshay Wakhare,Bowler,2015,1000000.0,TSSNT9
Nitish Rana,All-Rounder,2015,1000000.0,BH3FJ4
Siddhesh Dinesh Lad,All-Rounder,2015,1000000.0,1VINVW
J. Suchitch,All-Rounder,2015,1000000.0,1IK0S6
Christopher Morris,All-Rounder,2015,14000000.0,D5QW1N
Juan Theron,Bowler,2015,3000000.0,BBXD37
Barinder Singh Saran,Bowler,2015,1000000.0,C78CQM
Dinesh Salunkhe,All-Rounder,2015,1000000.0,3EKCM6
Sagar Trivedi,All-Rounder,2015,1000000.0,PW5OZR
Pardeep Sahu,All-Rounder,2015,1000000.0,YABOJX
Dinesh Karthik,Wicket-Keeper,2015,105000000.0,QTJ5DD
Darren Sammy,All-Rounder,2015,28000000.0,1AL7K6
David Wiese,All-Rounder,2015,28000000.0,CN3RG8
Sean Abbott,Bowler,2015,10000000.0,KG51AQ
Adam Milne,Bowler,2015,7000000.0,6D2OIR
Sarfaraz Naushad Khan,Batsman,2015,5000000.0,RFV4RC
Subramaniam Badrinath,Batsman,2015,3000000.0,07A2UJ
Jalaj Saxena,All-Rounder,2015,1000000.0,WG7EU7
Shishir Bhavane,Batsman,2015,1000000.0,C5G2YI
Trent Boult,Bowler,2015,38000000.0,KC6XYT
Praveen Kumar,Bowler,2015,22000000.0,CIX6O9
Kevin Pietersen,Batsman,2015,20000000.0,X0G2TU
Eoin Morgan,Batsman,2015,15000000.0,QE2X1B
Ravi Bopara,All-Rounder,2015,10000000.0,2B0BSR
Kane Williamson,All-Rounder,2015,6000000.0,6QMUV2
Laxmi Ratan Shukla,All-Rounder,2015,3000000.0,TKVHK7
Prasanth Padmanabhan,All-Rounder,2015,1000000.0,2MJ8Y3
Hanuma Vihari,Batsman,2015,1000000.0,S7C6XX
Siddarth Kaul,Bowler,2015,1000000.0,T1EMX4
Faf Du Plessis,Batsman,2014,47500000.0,Y6HKVZ
Dwayne Smith,Batsman,2014,45000000.0,8XO9IY
Brendon McCullum,Wicket-Keeper,2014,32500000.0,CDUW9H
Ashish Nehra,Bowler,2014,20000000.0,MFOVFH
Mohit Sharma,Bowler,2014,20000000.0,QCN03N
Ishwar Chandra Pandey,Bowler,2014,15000000.0,CS6LND
Ben Hilfenhaus,Bowler,2014,10000000.0,CCLQPY
John Hastings,All-Rounder,2014,5000000.0,BTY8SC
Samuel Badree,Bowler,2014,3000000.0,KJNXM5
Matt Henry,Bowler,2014,3000000.0,AOXVQI
Mithun Manhas,All-Rounder,2014,3000000.0,20ZTJR
Vijay Shankar,All-Rounder,2014,1000000.0,B8LU1C
Ronit More,Bowler,2014,1000000.0,L8W3A4
Baba Aparajith,Batsman,2014,1000000.0,TFS795
Pawan Negi,Bowler,2014,1000000.0,LO0MTO
Dinesh Karthik,Wicket-Keeper,2014,125000000.0,QTJ5DD
Kevin Pietersen,Batsman,2014,90000000.0,X0G2TU
Murali Vijay,Batsman,2014,50000000.0,Q048VP
Mohammad Shami,Bowler,2014,42500000.0,26VZ8P
Nathan Coulter-Nile,Bowler,2014,42500000.0,DJDVNO
Quinton De Kock,Wicket-Keeper,2014,35000000.0,F8WNFU
Manoj Tiwary,Batsman,2014,28000000.0,W62ASO
Jaydev Unadkat,Bowler,2014,28000000.0,DPH377
Jean-Paul Duminy,Batsman,2014,22000000.0,BDWOV9
Ross Taylor,Batsman,2014,20000000.0,WHH4ES
Kedar Jadhav,Batsman,2014,20000000.0,OMLLVO
Rahul Sharma,Bowler,2014,19000000.0,S6XBL7
Mayank Agarwal,Batsman,2014,16000000.0,LL5KVF
Laxmi Ratan Shukla,All-Rounder,2014,15000000.0,TKVHK7
James Neesham,All-Rounder,2014,10000000.0,T4K2GT
Wayne Parnell,Bowler,2014,10000000.0,TVP18O
Shahbaz Nadeem,Bowler,2014,8500000.0,4LXLKO
Saurabh Tiwary,Batsman,2014,7000000.0,L9CWR5
Siddarth Kaul,Bowler,2014,4500000.0,T1EMX4
Rahul Shukla,Bowler,2014,4000000.0,OEQF47
Jayant Yadav,All-Rounder,2014,1000000.0,5GUP1I
HS Sharath,Bowler,2014,1000000.0,AQV0KC
Milind Kumar,Batsman,2014,1000000.0,F74FOJ
Mitchell Johnson,All-Rounder,2014,65000000.0,NZMUON
Glenn Maxwell,All-Rounder,2014,60000000.0,3PR9PC
George Bailey,Batsman,2014,32500000.0,1NS5CL
Virender Sehwag,Batsman,2014,32000000.0,DUDC9G
Rishi Dhawan,All-Rounder,2014,30000000.0,EAJWLR
Wriddhiman Saha,Wicket-Keeper,2014,22000000.0,DXJ8BD
Shaun Marsh,Batsman,2014,22000000.0,7GUPWA
Cheteshwar Pujara,Batsman,2014,19000000.0,R0OARU
Beuran Hendricks,Bowler,2014,18000000.0,E8VDP0
Lakshmipathy Balaji,Bowler,2014,18000000.0,5KX13M
Thisara Perera,All-Rounder,2014,16000000.0,DK1GPR
Gurkirat Singh Mann,Batsman,2014,13000000.0,L0P5RK
Murali Kartik,Bowler,2014,10000000.0,ILHT7T
Sandeep Sharma,Bowler,2014,8500000.0,6H1TA0
Mandeep Hardev Singh,All-Rounder,2014,8000000.0,NCQU1S
Akshar Rajesh Patel,All-Rounder,2014,7500000.0,TLVLS1
Parvinder Awana,Bowler,2014,6500000.0,CUQDDH
Shardul Narendra Thakur,Bowler,2014,2000000.0,QFKU1L
Anureet Singh,Bowler,2014,2000000.0,QBN6L1
Shivam Sharma,Bowler,2014,1000000.0,9HG1NE
Karanveer Singh,All-Rounder,2014,1000000.0,IQNW7N
Jacques Kallis,All-Rounder,2014,55000000.0,DO629Y
Robin Uthappa,Batsman,2014,50000000.0,ZM72D6
Piyush Chawla,Bowler,2014,42500000.0,2012W1
Yusuf Pathan,All-Rounder,2014,32500000.0,RHYMDX
Shakib Al Hasan,All-Rounder,2014,28000000.0,XM9JDH
Morne Morkel,Bowler,2014,28000000.0,801OIM
Ranganath Vinay Kumar,Bowler,2014,28000000.0,D17I7Y
Umesh Yadav,Bowler,2014,26000000.0,NNB2T6
Manish Pandey,Batsman,2014,17000000.0,E9A47M
Chris Lynn,Batsman,2014,13000000.0,0IV2DZ
Patrick Cummins,Bowler,2014,10000000.0,YDA4MS
Ryan Ten Doeschate,All-Rounder,2014,10000000.0,7IJKJQ
Suryakumar Yadav,Batsman,2014,7000000.0,WQMNN1
Andre Russell,All-Rounder,2014,6000000.0,JAQD3W
Manvinder Bisla,Wicket-Keeper,2014,6000000.0,ICHCNX
Veer Pratap Singh,Bowler,2014,4000000.0,ELUVLK
Kuldeep Singh Yadav,Bowler,2014,4000000.0,EBVRJ3
Debabrata Das,Wicket-Keeper,2014,2000000.0,1GVDM9
Sayan Sekhar Mandal,All-Rounder,2014,1000000.0,UQJOBL
Michael Hussey,Batsman,2014,50000000.0,X5N6GB
Corey Anderson,All-Rounder,2014,45000000.0,TS62B3
Pragyan Ojha,Bowler,2014,32500000.0,256EEH
Zaheer Khan,Bowler,2014,26000000.0,P8YXOW
Aditya Tare,Wicket-Keeper,2014,16000000.0,Z7LI2S
Jasprit Bumrah,Bowler,2014,12000000.0,5ZAKDJ
Jalaj Saxena,All-Rounder,2014,9000000.0,WG7EU7
Josh Hazlewood,Bowler,2014,5000000.0,IA3RL6
Marchant De Lange,Bowler,2014,3000000.0,7U49Z6
Krismar Santokie,Bowler,2014,3000000.0,L008GL
Ben Dunk,Wicket-Keeper,2014,2000000.0,8H2R9R
C.M. Gautam,Wicket-Keeper,2014,2000000.0,ON1IZT
Apoorv Vijay Wankhade,Batsman,2014,1000000.0,TZZMA6
Pawan Suyal,Bowler,2014,1000000.0,P5MLXO
Sushant Marathe,Wicket-Keeper,2014,1000000.0,AK0Z3R
Shreyas Gopal,Bowler,2014,1000000.0,BI3SEX
Steven Smith,All-Rounder,2014,40000000.0,JMS4C5
Brad Hodge,Batsman,2014,24000000.0,FESVBT
Rajat Bhatia,All-Rounder,2014,17000000.0,0R67JX
Tim Southee,Bowler,2014,12000000.0,6V2OXI
Dhawal Kulkarni,Bowler,2014,11000000.0,B5AH90
Abhishek Nayar,All-Rounder,2014,10000000.0,1TN22D
Kane Richardson,Bowler,2014,10000000.0,GZ6FYU
Ben Cutting,Bowler,2014,8000000.0,PQ51SZ
Karun Nair,Batsman,2014,7500000.0,T3678E
Unmukt Chand,Batsman,2014,6500000.0,2RG422
Iqbal Abdullah,All-Rounder,2014,6500000.0,J9SS1G
Deepak Hooda,Bowler,2014,4000000.0,TDZYMR
Dishant Yagnik,Wicket-Keeper,2014,3000000.0,ZCBTZ0
Kevon Cooper,All-Rounder,2014,3000000.0,Y1RF16
Vikramjeet Malik,Bowler,2014,2000000.0,LXH917
Ankit Nagendra Sharma,Bowler,2014,1000000.0,6URFDH
Rahul Tewatia,All-Rounder,2014,1000000.0,U9YPHI
Ankush Bains,Wicket-Keeper,2014,1000000.0,JA61VE
Amit Mishra,Bowler,2014,1000000.0,C8D35W
Pravin Tambe,Bowler,2014,1000000.0,8B11SF
Yuvraj Singh,All-Rounder,2014,140000000.0,OJX94P
Mitchell Starc,Bowler,2014,50000000.0,CC1XN0
Albie Morkel,All-Rounder,2014,24000000.0,2Q576E
Varun Aaron,Bowler,2014,20000000.0,60BGMW
Ashok Dinda,Bowler,2014,15000000.0,M1WV4R
Parthiv Patel,Wicket-Keeper,2014,14000000.0,DUFBV5
Muttiah Muralitharan,Bowler,2014,10000000.0,IQ2B0R
Ravi Rampaul,Bowler,2014,9000000.0,7QDKUS
Nic Maddinson,Batsman,2014,5000000.0,3AS7BI
Harshal Patel,Bowler,2014,4000000.0,WI4F2M
Vijay Zol,Batsman,2014,3000000.0,2DZ7DU
Abu Nechim Ahmed,Bowler,2014,3000000.0,L24EA5
Sachin Rana,Bowler,2014,2000000.0,UXU7E0
Shadab Jakati,Bowler,2014,2000000.0,3GJD2J
Sandeep Warrier,Bowler,2014,1000000.0,YBNHJN
Tanmay Mishra,Batsman,2014,1000000.0,TOXR7M
Yogesh Takawale,Wicket-Keeper,2014,1000000.0,RBTADC
Yuzvendra Singh Chahal,Bowler,2014,1000000.0,1WMBDJ
David Warner,Batsman,2014,55000000.0,AAVQOQ
Amit Mishra,Bowler,2014,47500000.0,C8D35W
Bhuvneshwar Kumar,Bowler,2014,42500000.0,LT8GWR
Aaron Finch,Batsman,2014,40000000.0,4V770X
Karn Sharma,Bowler,2014,37500000.0,6M33O3
Darren Sammy,All-Rounder,2014,35000000.0,1AL7K6
Ishant Sharma,Bowler,2014,26000000.0,JEP285
Irfan Pathan,All-Rounder,2014,24000000.0,F77BZR
Moises Henriques,All-Rounder,2014,10000000.0,MNZMC7
KL Rahul,Batsman,2014,10000000.0,PJ7Z9K
Parveez Rasool,All-Rounder,2014,9500000.0,MLL0HB
Jason Holder,Bowler,2014,7500000.0,HH0ZKG
Venugopal Rao,Batsman,2014,5500000.0,38YG0K
Naman Ojha,Wicket-Keeper,2014,5000000.0,ZNZT4P
Brendan Taylor,Wicket-Keeper,2014,3000000.0,IDUSFV
Prasanth Parameswaran,Bowler,2014,3000000.0,R64I51
Amit Paunikar,Wicket-Keeper,2014,2000000.0,23O25I
Ashish Reddy,Bowler,2014,2000000.0,L9REGF
Srikkanth Anirudha,Batsman,2014,2000000.0,T2RNT1
Ricky Bhui,Batsman,2014,1000000.0,MUPGFV
Chama Milind,Bowler,2014,1000000.0,7459M2
Manprit Juneja,Batsman,2014,1000000.0,Q0W2BR
Christopher Morris,All-Rounder,2013,46875000.0,D5QW1N
Dirk Nannes,Bowler,2013,45000000.0,PQMEU7
Ben Laughlin,Bowler,2013,1500000.0,KWTTOS
Akila Dananjaya,All-Rounder,2013,1500000.0,OORW53
Jason Holder,Bowler,2013,1500000.0,HH0ZKG
Jeevan Mendis,All-Rounder,2013,3750000.0,I8VR6T
Manpreet Gony,Bowler,2013,37500000.0,ZYU06H
Luke Pomersbach,Batsman,2013,22500000.0,SF8TFY
Sachithra Senanayaka,All-Rounder,2013,46875000.0,1BX8QG
Ryan McLaren,Bowler,2013,3750000.0,2ATFD7
Glenn Maxwell,All-Rounder,2013,75000000.0,3PR9PC
Nathan Coulter-Nile,Bowler,2013,33750000.0,DJDVNO
Ricky Ponting,Batsman,2013,30000000.0,0O66UC
Philip Hughes,Batsman,2013,7500000.0,0NX297
Jacob Oram,All-Rounder,2013,3750000.0,BK3S5C
Ajantha Mendis,Bowler,2013,54375000.0,AKQVW5
Kane Richardson,Bowler,2013,52500000.0,GZ6FYU
Abhishek Nayar,All-Rounder,2013,50625000.0,1TN22D
Michael Clarke,Batsman,2013,30000000.0,2N5KBL
James Faulkner,All-Rounder,2013,30000000.0,9UQA51
Fidel Edwards,Bowler,2013,15750000.0,TPBVTF
Kusal Janith Perera,Wicket-Keeper,2013,1500000.0,90FUCI
Jaydev Unadkat,Bowler,2013,39375000.0,DPH377
Rudra Pratap Singh,Bowler,2013,30000000.0,C9L24Y
Moises Henriques,All-Rounder,2013,22500000.0,MNZMC7
Ravi Rampaul,Bowler,2013,21750000.0,7QDKUS
Pankaj Singh,Bowler,2013,11250000.0,PNBE3U
Daniel Christian,All-Rounder,2013,7500000.0,8AWOJN
Christopher Barnwell,All-Rounder,2013,3750000.0,CAHZXA
Thisara Perera,All-Rounder,2013,50625000.0,DK1GPR
Darren Sammy,All-Rounder,2013,31875000.0,1AL7K6
Sudeep Tyagi,Bowler,2013,7500000.0,OH6YGQ
Clinton McKay,Bowler,2013,7500000.0,1A9N1P
Nathan McCullum,Bowler,2013,7500000.0,ZATBYX
Quinton De Kock,Wicket-Keeper,2013,1500000.0,F8WNFU
