Born,Height,Spouse,Awards,Nickname(s),Allegiance,Branch/service,Years of service,Rank,Unit,Full name,Batting,Bowling,Role,National side,Test debut (cap251),Last Test,ODI debut (cap158),Last ODI,ODI shirt no.,T20I debut (cap2),Last T20I,T20I shirt no.,1999–2004,2004–2017,"2008–2015, 2018–present",2016–2017,Competition,Matches,Runs scored,Batting average,100s/50s,Top score,Ballsbowled,Wickets,Bowling average,5 wickets in innings,10 wickets in match,Best bowling,Catches/stumpings,Medal recordMen'scricketRepresentingIndiaCricket World CupWinner2011 India-Sri Lanka-BangladeshT20 World CupWinner2007 South AfricaRunner-up2014 BangladeshICC Champions TrophyWinner2013 England and WalesRunner-up2017 England and WalesAsia CupWinner2010 Sri LankaWinner2016 BangladeshWinner2018 UAERunner-up2008 Pakistan
"( 1981-07-07 ) 7 July 1981 (age 44) Ranchi , Bihar (present-day Jharkhand ), India",5 ft 9 in (175 cm) [ 1 ],Sakshi Dhoni ​ ( m. 2010) ​,Padma Bhushan (2018) Padma Shri (2009) Major Dhyan Chand Khel Ratna Award (2008),"Mahi, Thala, Captain Cool [ 2 ]",India,Indian Army,2011–present,Lieutenant colonel ( Hon. ),Territorial Army Parachute Regiment,Mahendra Singh Dhoni,Right-handed,Right-arm medium,Wicket-keeper-batter,India (2004–2019),2 December 2005 v Sri Lanka,26 December 2014 v Australia,23 December 2004 v Bangladesh,9 July 2019 v New Zealand,7,1 December 2006 v South Africa,27 February 2019 v Australia,7,Bihar,Jharkhand,Chennai Super Kings (squad no. 7),Rising Pune Supergiant (squad no. 7),"Competition Test ODI T20I FC Matches 90 350 98 131 Runs scored 4,876 10,773 1,617 7,038 Batting average 38.09 50.57 37.60 36.84 100s/50s 6/33 10/73 0/2 9/47 Top score 224 183 * 56 224 * Balls bowled 96 36 – 126 Wickets 0 1 – 0 Bowling average – 31.00 – – 5 wickets in innings – 0 – – 10 wickets in match – 0 – – Best bowling – 1/14 – – Catches/ stumpings 256/38 321/123 57/34 364/57",90,"4,876",38.09,6/33,224,96,0,–,–,–,–,256/38,
