Full name,Born,Nickname,Batting,Bowling,Role,National side,Test debut (cap280),Last Test,ODI debut (cap168),Last ODI,ODI shirt no.,T20I debut (cap17),Last T20I,T20I shirt no.,2006/07–present,2008–2010,2011–present,Competition,Matches,Runs scored,Batting average,100s/50s,Top score,Ballsbowled,Wickets,Bowling average,5 wickets in innings,10 wickets in match,Best bowling,Catches/stumpings,Medal recordMen'scricketRepresentingIndiaICC Cricket World CupRunner-up2023 IndiaICC World Test ChampionshipRunner-up2019-2021Runner-up2021-2023ICC T20 World CupWinner2007 South AfricaWinner2024 West Indies & USARunner-up2014 BangladeshICC Champions TrophyWinner2013 England & WalesWinner2025 PakistanRunner-up2017 England & WalesAsia CupWinner2010 Sri LankaWinner2016 BangladeshWinner2018 United Arab EmiratesWinner2023 PakistanRunner-up2008 PakistanICC U19 World CupRunner-up2006 Sri Lanka
Rohit Gurunath Sharma,"( 1987-04-30 ) 30 April 1987 (age 38) Nagpur , Maharashtra, India",Hitman [ 1 ] Shana [ 2 ],Right-handed,Right-arm off break,Top-order batter,India (2007–present),6 November 2013 v West Indies,26 December 2024 v Australia,23 June 2007 v Ireland,9 March 2025 v New Zealand,45 (formerly 77),19 September 2007 v England,29 June 2024 v South Africa,45 (formerly 77),Mumbai,Deccan Chargers (squad no. 45),Mumbai Indians (squad no. 45),"Competition Test ODI T20I FC Matches 67 273 159 129 Runs scored 4,301 11,168 4,231 9,318 Batting average 40.57 48.76 32.05 49.04 100s/50s 12/18 32/58 5/32 29/38 Top score 212 264 121 * 309 * Balls bowled 383 610 68 2,153 Wickets 2 9 1 24 Bowling average 112.00 59.22 113.00 48.08 5 wickets in innings 0 0 0 0 10 wickets in match 0 0 0 0 Best bowling 1/26 2/27 1/22 4/41 Catches/ stumpings 68/– 96/– 65/– 112/–",67,"4,301",40.57,12/18,212,383,2,112.00,0,0,1/26,68/–,
